ATC-Bedeutung;ATC-Bedeutung_cleaned
Mosapramin;mosapramin
Mosaprid;mosaprid
Mosunetuzumab;mosunetuzumab
Motavizumab;motavizumab
Motretinid;motretinid
Moxaverin;moxaverin
Moxaverin, Kombinationen;moxaverin kombinationen
Moxaverin und Psycholeptika;moxaverin psycholeptika
Moxestrol;moxestrol
Moxetumomab pasudotox;moxetumomab pasudotox
Moxidectin;moxidectin
Moxifloxacin;moxifloxacin
Moxisylyt;moxisylyt
Moxonidin;moxonidin
Moxonidin und Diuretika;moxonidin diuretika
Mucopolysaccharidpolyschwefelsäureester;mucopolysaccharidpolyschwefelsaeureester
Mucopolysaccharidschwefelsäureester;mucopolysaccharidschwefelsaeureester
Mucopolysaccharidschwefelsäureester, Kombinationen;mucopolysaccharidschwefelsaeureester kombinationen
Multienzyme (Lipase, Protease etc.);multienzyme lipase protease etc
Multienzyme und Säure-haltige Zubereitungen;multienzyme saeure haltige zubereitungen
Multivitamine, andere Kombinationen;multivitamine andere kombinationen
Multivitamine, rein;multivitamine rein
Multivitamine und andere Mineralstoffe, inkl. Kombinationen;multivitamine andere mineralstoffe inkl kombinationen
Multivitamine und Calcium;multivitamine calcium
Multivitamine und Eisen;multivitamine eisen
Multivitamine und Spurenelemente;multivitamine spurenelemente
Mumps, lebend abgeschwächt;mumps lebend abgeschwaecht
Mumps-Immunglobulin;mumps immunglobulin
Mupirocin;mupirocin
Muromonab-CD3;muromonab cd
Mutterkorn-Alkaloide;mutterkorn alkaloide
Muzolimin;muzolimin
Mycobacterium phlei;mycobacterium phlei
Mycophenolsäure;mycophenolsaeure
Myoglobin-Testzone;myoglobin testzone
Myo-Inositol;myo inositol
Myristylbenzalkonium;myristylbenzalkonium
Myrrhentinktur;myrrhentinktur
Nabilon;nabilon
Nabumeton;nabumeton
Nachtkerzensamenöl;nachtkerzensamenoel
Nadifloxacin;nadifloxacin
Nadofaragen firadenovec;nadofaragen firadenovec
Nadolol;nadolol
Nadolol und Thiazide;nadolol thiazide
Nadroparin;nadroparin
Nafarelin;nafarelin
Nafcillin;nafcillin
Naftazon;naftazon
Naftidrofuryl;naftidrofuryl
Naftifin;naftifin
Nahrungsmittel;nahrungsmittel
Nalbufin;nalbufin
Naldemedin;naldemedin
Nalfurafin;nalfurafin
Nalidixinsäure;nalidixinsaeure
Nalmefen;nalmefen
Nalorphin;nalorphin
Naloxegol;naloxegol
Naloxon;naloxon
Naltrexon;naltrexon
Nandrolon;nandrolon
Naphazolin;naphazolin
Naphazolin, Kombinationen;naphazolin kombinationen
Naproxcinod;naproxcinod
Naproxen;naproxen
Naproxen und Diphenhydramin;naproxen diphenhydramin
Naproxen und Esomeprazol;naproxen esomeprazol
Naproxen und Misoprostol;naproxen misoprostol
Naratriptan;naratriptan
Narbenbehandlungsmittel, Kombinationen;narbenbehandlungsmittel kombinationen
Narcobarbital;narcobarbital
Narlaprevir;narlaprevir
Natalizumab;natalizumab
Natamycin;natamycin
Nateglinid;nateglinid
Natriumacetat;natriumacetat
Natriumaminosalicylat;natriumaminosalicylat
Natriumapolat;natriumapolat
Natriumaurothiomalat;natriumaurothiomalat
Natriumaurothiosulfat;natriumaurothiosulfat
Natriumbenzoat;natriumbenzoat
Natriumbenzoat und Natriumphenylacetat;natriumbenzoat natriumphenylacetat
Natriumbicarbonat;natriumbicarbonat
Natriumbituminosulfonat;natriumbituminosulfonat
Natriumborat;natriumborat
Natriumcellulosephosphat;natriumcellulosephosphat
Natriumchlorid;natriumchlorid
Natriumchlorid, hyperton;natriumchlorid hyperton
Natriumchlorid, Kombinationen;natriumchlorid kombinationen
Natriumchlorit;natriumchlorit
Natriumcitrat;natriumcitrat
Natriumedetat;natriumedetat
Natriumferedetat;natriumferedetat
Natriumfluorid;natriumfluorid
Natriumfluorid, Kombinationen;natriumfluorid kombinationen
Natriumfolinat;natriumfolinat
Natriumhydrogencarbonat;natriumhydrogencarbonat
Natriumhypochlorit;natriumhypochlorit
Natriumiodhippurat(123I);natriumiodhippurat i
Natriumiodhippurat(131I);natriumiodhippurat i
(123I)Natriumiodid;i natriumiodid
(131I)Natriumiodid;i natriumiodid
(124I)Natriumiodid;i natriumiodid
Natriumiodtalamat(125I);natriumiodtalamat i
Natriumiopodat;natriumiopodat
Natriumlaurylsulfoacetat, inkl. Kombinationen;natriumlaurylsulfoacetat inkl kombinationen
Natriumlevofolinat;natriumlevofolinat
Natriummonofluorphosphat;natriummonofluorphosphat
Natriummonofluorphosphat, Kombinationen;natriummonofluorphosphat kombinationen
Natriumnitrit;natriumnitrit
Natriumoxybat;natriumoxybat
Natriumpangamat;natriumpangamat
Natriumpentosanpolysulfat;natriumpentosanpolysulfat
Natriumpentosanpolysulfat, Kombinationen;natriumpentosanpolysulfat kombinationen
Natriumperborat;natriumperborat
Natriumpercarbonat;natriumpercarbonat
Natriumperchlorat;natriumperchlorat
Natriumphenylbutyrat;natriumphenylbutyrat
Natriumphenylbutyrat und Ursodoxicoltaurin;natriumphenylbutyrat ursodoxicoltaurin
Natriumphosphat;natriumphosphat
Natriumphosphat(32P);natriumphosphat p
Natriumpicosulfat;natriumpicosulfat
Natriumpicosulfat, Kombinationen;natriumpicosulfat kombinationen
Natriumpropionat;natriumpropionat
Natriumsalicylat;natriumsalicylat
Natriumsalicylat, Kombinationen;natriumsalicylat kombinationen
Natriumsalicylat und Methenamin;natriumsalicylat methenamin
Natriumselenat;natriumselenat
Natriumselenit;natriumselenit
Natriumstibogluconat;natriumstibogluconat
Natriumsulfat;natriumsulfat
Natrium(18F)fluorid;natrium f fluorid
Natriumtartrat;natriumtartrat
Natriumtetraborat;natriumtetraborat
Natriumtetradecylsulfat;natriumtetradecylsulfat
Natrium-Zirconiumcyclosilicat;natrium zirconiumcyclosilicat
Natürliche Phospholipide aus Rinderlunge;natuerliche phospholipide aus rinderlunge
Natürliche Phospholipide aus Schweinelunge;natuerliche phospholipide aus schweinelunge
Naturmoor;naturmoor
Navitoclax;navitoclax
Naxitamab;naxitamab
Nebacumab;nebacumab
Nebenschilddrüsenextrakt;nebenschilddruesenextrakt
Nebivolol;nebivolol
Nebivolol und Amlodipin;nebivolol amlodipin
Nebivolol und Thiazide;nebivolol thiazide
Necitumumab;necitumumab
Nedocromil;nedocromil
Nefazodon;nefazodon
Nefopam;nefopam
Nelarabin;nelarabin
Nelfinavir;nelfinavir
Neltenexin;neltenexin
Nemolizumab;nemolizumab
Nemonoxacin;nemonoxacin
Neomycin;neomycin
Neomycin, Kombinationen;neomycin kombinationen
Neostigmin;neostigmin
Neostigmin, Kombinationen;neostigmin kombinationen
Nepafenac;nepafenac
Nepinalon;nepinalon
Neratinib;neratinib
Nesiritid;nesiritid
Netakimab;netakimab
Netarsudil;netarsudil
Neticonazol;neticonazol
Netilmicin;netilmicin
Nevirapin;nevirapin
N-(Hydroxymethyl)nicotinamid;n hydroxymethyl nicotinamid
Nialamid;nialamid
Niaprazin;niaprazin
Niauliöl;niaulioel
Nicardipin;nicardipin
Nicergolin;nicergolin
Niceritrol;niceritrol
Nickel-Testzone;nickel testzone
Niclosamid;niclosamid
Nicocodin;nicocodin
Nicofetamid;nicofetamid
Nicofuranose;nicofuranose
Nicomorphin;nicomorphin
Nicorandil;nicorandil
Nicotin;nicotin
Nicotinamid;nicotinamid
Nicotin/Cotinin-Testzone;nicotin cotinin testzone
Nicotinsäure;nicotinsaeure
Nicotinsäure, Kombinationen;nicotinsaeure kombinationen
Nicotinylalkohol (Pyridylcarbinol);nicotinylalkohol pyridylcarbinol
Nifedipin;nifedipin
Nifedipin, Kombinationen;nifedipin kombinationen
Nifedipin und Diuretika;nifedipin diuretika
Nifenazon;nifenazon
Nifluminsäure;nifluminsaeure
Nifuratel;nifuratel
Nifuroxazid;nifuroxazid
Nifurtimox;nifurtimox
Nifurtoinol;nifurtoinol
Nifurzid;nifurzid
Nikethamid;nikethamid
Nikethamid, Kombinationen;nikethamid kombinationen
Nilotinib;nilotinib
Nilutamid;nilutamid
Nilvadipin;nilvadipin
Nimesulid;nimesulid
Nimetazepam;nimetazepam
Nimodipin;nimodipin
Nimorazol;nimorazol
Nimustin;nimustin
Nintedanib;nintedanib
Niperotidin;niperotidin
Niraparib;niraparib
Niraparib und Abirateron;niraparib abirateron
Niridazol;niridazol
Nirmatrelvir und Ritonavir;nirmatrelvir ritonavir
Nirogacestat;nirogacestat
Nirsevimab;nirsevimab
Nisoldipin;nisoldipin
Nitazoxanid;nitazoxanid
Nitisinon;nitisinon
Nitrazepam;nitrazepam
Nitrefazol;nitrefazol
Nitrendipin;nitrendipin
Nitrit-Testzone;nitrit testzone
Nitrofural;nitrofural
Nitrofurantoin;nitrofurantoin
Nitrofurantoin, Kombinationen;nitrofurantoin kombinationen
Nitroprussid;nitroprussid
Nitroxolin;nitroxolin
Nivolumab;nivolumab
Nivolumab und Relatlimab;nivolumab relatlimab
Nizatidin;nizatidin
Nizofenon;nizofenon
Nomegestrol;nomegestrol
Nomegestrol und Estradiol;nomegestrol estradiol
Nomegestrol und Estrogen;nomegestrol estrogen
Nomifensin;nomifensin
Nomifensin und Psycholeptika;nomifensin psycholeptika
Nonacog alfa;nonacog alfa
Nonacog beta pegol;nonacog beta pegol
Nonacog gamma;nonacog gamma
Nonivamid;nonivamid
Nonivamid, Kombinationen;nonivamid kombinationen
Nonoxinol 9;nonoxinol
Nordazepam;nordazepam
Norelgestromin und Ethinylestradiol;norelgestromin ethinylestradiol
Norepinephrin;norepinephrin
Norethandrolon;norethandrolon
Norethisteron;norethisteron
Norethisteron und Estrogen;norethisteron estrogen
Norethisteron und Ethinylestradiol;norethisteron ethinylestradiol
Noretynodrel und Estrogen;noretynodrel estrogen
Norfenefrin;norfenefrin
Norfenefrin, Kombinationen;norfenefrin kombinationen
Norfloxacin;norfloxacin
Norfloxacin und Metronidazol;norfloxacin metronidazol
Norfloxacin und Tinidazol;norfloxacin tinidazol
Norgestimat und Estrogen;norgestimat estrogen
Norgestimat und Ethinylestradiol;norgestimat ethinylestradiol
Norgestrel und Estrogen;norgestrel estrogen
Norgestrel und Ethinylestradiol;norgestrel ethinylestradiol
Norgestrienon;norgestrienon
Normethadon;normethadon
Normethadon, Kombinationen;normethadon kombinationen
Nortriptylin;nortriptylin
Nortriptylin und Psycholeptika;nortriptylin psycholeptika
Noscapin;noscapin
Noxiptilin;noxiptilin
Noxytiolin;noxytiolin
N-terminal-pro BNP-Testzone;n terminal pro bnp testzone
Nukleotide, inkl. Kombinationen;nukleotide inkl kombinationen
Nusinersen;nusinersen
Nux vomica;nux vomica
Nystatin;nystatin
Nystatin, Kombinationen;nystatin kombinationen
Nystatin und Zinkoxid;nystatin zinkoxid
Obeticholsäure;obeticholsaeure
Obidoxim;obidoxim
Obiltoxaximab;obiltoxaximab
Obinutuzumab;obinutuzumab
Oblimersen;oblimersen
Ocrelizumab;ocrelizumab
Ocriplasmin;ocriplasmin
Octenidin;octenidin
Octenidin, Kombinationen;octenidin kombinationen
Octinoxat;octinoxat
Octocog alfa;octocog alfa
Octopamin;octopamin
Octopamin, Kombinationen;octopamin kombinationen
Octreotid;octreotid
Odevixibat;odevixibat
Odronextamab;odronextamab
Ofatumumab;ofatumumab
Ofloxacin;ofloxacin
Ofloxacin und Nitazoxanid;ofloxacin nitazoxanid
Ofloxacin und Ornidazol;ofloxacin ornidazol
Ofloxacin und Tinidazol;ofloxacin tinidazol
Öl;oel
Olaflur;olaflur
Olanzapin;olanzapin
Olanzapin und Samidorphan;olanzapin samidorphan
Olaparib;olaparib
Olaratumab;olaratumab
Oleanderglykoside, Kombinationen;oleanderglykoside kombinationen
Oleandomycin;oleandomycin
Oliceridin;oliceridin
Olipudase alfa;olipudase alfa
Olivenblätter;olivenblaetter
Olivenöl;olivenoel
Olmesartanmedoxomil;olmesartanmedoxomil
Olmesartanmedoxomil, Amlodipin und Hydrochlorothiazid;olmesartanmedoxomil amlodipin hydrochlorothiazid
Olmesartanmedoxomil und Amlodipin;olmesartanmedoxomil amlodipin
Olmesartanmedoxomil und Diuretika;olmesartanmedoxomil diuretika
Olmesartanmedoxomil und Hydrochlorothiazid;olmesartanmedoxomil hydrochlorothiazid
Olmutinib;olmutinib
Olodaterol;olodaterol
Olodaterol und Tiotropiumbromid;olodaterol tiotropiumbromid
Olokizumab;olokizumab
Olopatadin;olopatadin
Olsalazin;olsalazin
Ölsäure-Derivate;oelsaeure derivate
Olutasidenib;olutasidenib
Omacetaxinmepesuccinat;omacetaxinmepesuccinat
Omadacyclin;omadacyclin
Omalizumab;omalizumab
Omaveloxolon;omaveloxolon
Ombitasvir, Paritaprevir und Ritonavir;ombitasvir paritaprevir ritonavir
Omecamtiv mecarbil;omecamtiv mecarbil
Omega-3-Fettsäuren inkl. andere Ester und Säuren;omega fettsaeuren inkl andere ester saeuren
Omeprazol;omeprazol
Omeprazol, Amoxicillin und Clarithromycin;omeprazol amoxicillin clarithromycin
Omeprazol, Amoxicillin und Metronidazol;omeprazol amoxicillin metronidazol
Omeprazol, Amoxicillin und Rifabutin;omeprazol amoxicillin rifabutin
Omeprazol, Kombinationen;omeprazol kombinationen
Omidenepag;omidenepag
Omoconazol;omoconazol
Onasemnogen abeparvovec;onasemnogen abeparvovec
Ondansetron;ondansetron
Ondelopran;ondelopran
Ophthalmologische Spüllösungen;ophthalmologische spuelloesungen
Opiat-Testzone;opiat testzone
Opicapon;opicapon
Opinercept;opinercept
Opipramol;opipramol
Opium;opium
Opium-Alkaloide mit Morphin;opium alkaloide mit morphin
Opium-Derivate und Expektoranzien;opium derivate expektoranzien
Opium-Derivate und Mukolytika;opium derivate mukolytika
Oportuzumab monatox;oportuzumab monatox
Oprelvekin;oprelvekin
Orciprenalin;orciprenalin
Orciprenalin, Kombinationen;orciprenalin kombinationen
Orelabrutinib;orelabrutinib
Organextrakt, Kombinationen;organextrakt kombinationen
Organextrakte;organextrakte
Organextrakte, inkl. Kombinationen;organextrakte inkl kombinationen
Organische Nitrate in Kombination;organische nitrate kombination
Organische Nitrate in Kombination mit Psycholeptika;organische nitrate kombination mit psycholeptika
Organpräparate, inkl. Kombinationen;organpraeparate inkl kombinationen
Orgotein;orgotein
Oritavancin;oritavancin
Orlistat;orlistat
Ormeloxifen;ormeloxifen
Ornidazol;ornidazol
Ornipressin;ornipressin
Ornithinaspartat;ornithinaspartat
Ornithinaspartat, Kombinationen;ornithinaspartat kombinationen
Ornithinoxoglurat;ornithinoxoglurat
Orphenadrin, Kombinationen;orphenadrin kombinationen
Orphenadrin(chlorid);orphenadrin chlorid
Orphenadrin(citrat);orphenadrin citrat
Orthosiphonblätter;orthosiphonblaetter
Oseltamivir;oseltamivir
Osilodrostat;osilodrostat
Osimertinib;osimertinib
Ospemifen;ospemifen
Oteseconazol;oteseconazol
Otiloniumbromid;otiloniumbromid
Otiloniumbromid und Psycholeptika;otiloniumbromid psycholeptika
Ovarialextrakt;ovarialextrakt
Oxaboloncipionat;oxaboloncipionat
Oxaceprol;oxaceprol
Oxacillin;oxacillin
Oxaflozan;oxaflozan
Oxaliplatin;oxaliplatin
Oxametacin;oxametacin
Oxamniquin;oxamniquin
Oxandrolon;oxandrolon
Oxantel;oxantel
Oxaprozin;oxaprozin
Oxatomid;oxatomid
Oxazepam;oxazepam
Oxazolam;oxazolam
Oxcarbazepin;oxcarbazepin
Oxedrin;oxedrin
Oxedrin, Kombinationen;oxedrin kombinationen
Oxeladin;oxeladin
Oxetacain;oxetacain
Oxetoron;oxetoron
Oxichinolin;oxichinolin
Oxichinolin, Kombinationen;oxichinolin kombinationen
Oxiconazol;oxiconazol
Oxidierte Zellulose;oxidierte zellulose
Oxilofrin;oxilofrin
Oxilofrin, Kombinationen;oxilofrin kombinationen
Oxiracetam;oxiracetam
Oxitriptan;oxitriptan
Oxitriptan und Psycholeptika;oxitriptan psycholeptika
Oxitropiumbromid;oxitropiumbromid
Oxolamin;oxolamin
Oxolinsäure;oxolinsaeure
Oxomemazin;oxomemazin
Oxprenolol;oxprenolol
Oxprenolol und andere Antihypertensiva;oxprenolol andere antihypertensiva
Oxprenolol und andere Diuretika;oxprenolol andere diuretika
Oxprenolol und Thiazide;oxprenolol thiazide
Oxybuprocain;oxybuprocain
Oxybutynin;oxybutynin
Oxychinolin;oxychinolin
Oxychinolin, Kombinationen;oxychinolin kombinationen
Oxycinchophen;oxycinchophen
Oxycodon;oxycodon
Oxycodon und Acetylsalicylsäure;oxycodon acetylsalicylsaeure
Oxycodon und Ibuprofen;oxycodon ibuprofen
Oxycodon und Naloxon;oxycodon naloxon
Oxycodon und Naltrexon;oxycodon naltrexon
Oxycodon und Paracetamol;oxycodon paracetamol
Oxyfedrin;oxyfedrin
Oxyfedrin, Kombinationen;oxyfedrin kombinationen
Oxymetazolin;oxymetazolin
Oxymetholon;oxymetholon
Oxymorphon;oxymorphon
Oxypertin;oxypertin
Oxyphenbutazon;oxyphenbutazon
Oxyphenbutazon, Kombinationen;oxyphenbutazon kombinationen
Oxyphenbutazon und Corticosteroide;oxyphenbutazon corticosteroide
Oxyphencyclimin;oxyphencyclimin
Oxyphencyclimin und Psycholeptika;oxyphencyclimin psycholeptika
Oxyphenisatin;oxyphenisatin
Oxyphenonium;oxyphenonium
Oxyphenonium, Kombinationen;oxyphenonium kombinationen
Oxytetracyclin;oxytetracyclin
Oxytetracyclin, Kombinationen;oxytetracyclin kombinationen
Oxytocin;oxytocin
Ozanimod;ozanimod
Ozenoxacin;ozenoxacin
Pabinafusp alfa;pabinafusp alfa
Paclitaxel;paclitaxel
Paclitaxel und Encequidar;paclitaxel encequidar
Paclitaxelpoliglumex;paclitaxelpoliglumex
Pacritinib;pacritinib
Padeliporfin;padeliporfin
Pafolacianin;pafolacianin
Palbociclib;palbociclib
Palifermin;palifermin
Paliperidon;paliperidon
Palivizumab;palivizumab
Palonosetron;palonosetron
Palonosetron, Kombinationen;palonosetron kombinationen
Palopegteriparatid;palopegteriparatid
Palovaroten;palovaroten
Pamidronsäure;pamidronsaeure
Pamiparib;pamiparib
Pancuronium;pancuronium
Panipenem und Betamipron;panipenem betamipron
Panitumumab;panitumumab
Pankreozymin (Cholecystokinin);pankreozymin cholecystokinin
Panobinostat;panobinostat
Pantethin;pantethin
Panthenol;panthenol
Pantoprazol;pantoprazol
Pantoprazol, Amoxicillin, Clarithromycin und Metronidazol;pantoprazol amoxicillin clarithromycin metronidazol
Pantoprazol, Amoxicillin und Clarithromycin;pantoprazol amoxicillin clarithromycin
Pantothensäure;pantothensaeure
Papaveretum;papaveretum
Papaverin;papaverin
Papaverin, Kombinationen;papaverin kombinationen
Paracetamol;paracetamol
Paracetamol, Kombinationen;paracetamol kombinationen
Paracetamol, Kombinationen exkl. Psycholeptika;paracetamol kombinationen exkl psycholeptika
Paracetamol, Kombinationen mit Coffein;paracetamol kombinationen mit coffein
Paracetamol, Kombinationen mit Psycholeptika;paracetamol kombinationen mit psycholeptika
Paraffin, Kombinationen;paraffin kombinationen
Paraformaldehyd, Kombinationen;paraformaldehyd kombinationen
Paraldehyd;paraldehyd
Paramethadion;paramethadion
Paramethason;paramethason
Paraoxon;paraoxon
Parathyroid Hormon;parathyroid hormon
Parecoxib;parecoxib
Pargylin;pargylin
Pargylin und Diuretika;pargylin diuretika
Paricalcitol;paricalcitol
Parnaparin;parnaparin
Paromomycin;paromomycin
Paroxetin;paroxetin
Parsaclisib;parsaclisib
Pasireotid;pasireotid
Passionsblumenkraut;passionsblumenkraut
Patentblau V;patentblau v
Patiromercalcium;patiromercalcium
Patisiran;patisiran
Pazopanib;pazopanib
Pazufloxacin;pazufloxacin
Pecilocin;pecilocin
Peficitinib;peficitinib
Pefloxacin;pefloxacin
Pegademase;pegademase
Pegaptanib;pegaptanib
Pegaspargase;pegaspargase
Pegcetacoplan;pegcetacoplan
Pegfilgrastim;pegfilgrastim
Peginesatid;peginesatid
Peginterferon alfacon-2;peginterferon alfacon
Peginterferon alfa-2a;peginterferon alfa a
Peginterferon alfa-2a, Kombinationen;peginterferon alfa a kombinationen
Peginterferon alfa-2b;peginterferon alfa b
Peginterferon alfa-2b, Kombinationen;peginterferon alfa b kombinationen
Peginterferon beta-1a;peginterferon beta a
Pegloticase;pegloticase
Pegteograstim;pegteograstim
Pegunigalsidase alfa;pegunigalsidase alfa
Pegvaliase;pegvaliase
Pegvisomant;pegvisomant
Pegzilarginase;pegzilarginase
Pektin;pektin
Pektin, Kombinationen;pektin kombinationen
Pelargoniumwurzel;pelargoniumwurzel
Pemafibrat;pemafibrat
Pembrolizumab;pembrolizumab
Pemetrexed;pemetrexed
Pemigatinib;pemigatinib
Pemolin;pemolin
Penamecillin;penamecillin
Penbutolol;penbutolol
Penbutolol und andere Diuretika;penbutolol andere diuretika
Penbutolol und Furosemid;penbutolol furosemid
Penbutolol und Piretanid;penbutolol piretanid
