icd_title,clean_synonym,only_nouns,non_nouns,adjectives
PULMONARY COLLAPSE,lungenatelektase,lungenatelektase,,
PULMONARY COLLAPSE,lungenkollaps,,lungenkollaps,
Acute nasopharyngitis [common cold],akute nasopharyngitis,nasopharyngitis,akute,akute
Acute nasopharyngitis [common cold],akute nasopharyngitis erkaeltung,nasopharyngitis erkaeltung,akute,akute
Acute nasopharyngitis [common cold],akute rhinopharyngitis erkaeltungsschnupfen,rhinopharyngitis,akute erkaeltungsschnupfen,akute
Acute nasopharyngitis [common cold],akuter schnupfen,akuter,schnupfen,
Acute nasopharyngitis [common cold],erkaeltung,erkaeltung,,
Acute nasopharyngitis [common cold],erkältung,erkältung,,
Acute nasopharyngitis [common cold],infekt der oberen luftwege,infekt luftwege,der oberen,oberen
Acute nasopharyngitis [common cold],infektioese rhinitis,infektioese rhinitis,,
Acute nasopharyngitis [common cold],infektioeser schnupfen,,infektioeser schnupfen,
Acute nasopharyngitis [common cold],nasopharyngitis,nasopharyngitis,,
Acute nasopharyngitis [common cold],rhinitis infektioes,rhinitis infektioes,,
Acute nasopharyngitis [common cold],rhinopharyngitis,rhinopharyngitis,,
Acute nasopharyngitis [common cold],schnupfen,,schnupfen,
Acute nasopharyngitis [common cold],schnupfensyndrom,,schnupfensyndrom,
JOINT EFFUSION-HAND,erguss am handgelenk,erguss handgelenk,am,
GENERALIZED ANXIETY DIS,gad,gad,,
GENERALIZED ANXIETY DIS,generalisierte angststoerung,angststoerung,generalisierte,generalisierte
EATING DISORDER NEC,sonstige essstoerungen,,sonstige essstoerungen,sonstige
EATING DISORDER NEC,sonstige und unspezifische essstoerungen,unspezifische,sonstige und essstoerungen,sonstige
FX RAMUS NOS-CLOSED,ramus des unterkiefers geschlossene fraktur einer nicht spezifizierten stelle,ramus unterkiefers fraktur stelle,des geschlossene einer nicht spezifizierten,
Cyst of spleen,milzzyste,,milzzyste,milzzyste
Cyst of spleen,zyste der milz,milz,zyste der,
"Cyst of kidney, acquired",zyste der niere erworben,niere,zyste der erworben,
INFECTIOUS DIARRHEA NOS,diarrhoe infektioes,diarrhoe infektioes,,
INFECTIOUS DIARRHEA NOS,diarrhoe infektioes,diarrhoe infektioes,,
INFECTIOUS DIARRHEA NOS,dysenterie,dysenterie,,
INFECTIOUS DIARRHEA NOS,infektioese diarrhoe,diarrhoe,infektioese,
INFECTIOUS DIARRHEA NOS,ruhr,ruhr,,
INFECTIOUS DIARRHEA NOS,ruhr nnb,ruhr,nnb,
2ND DEG BURN FOREARM,blasen mit hautverlust durch verbrennung zweiten grades des unterarms,blasen hautverlust verbrennung grades unterarms,mit durch zweiten des,
"Disseminated malignant neoplasm, unspecified",carzinomatose,carzinomatose,,
"Disseminated malignant neoplasm, unspecified",karzinomatose,,karzinomatose,karzinomatose
Acute respiratory distress syndrome,akutes atemnotsyndrom,atemnotsyndrom,akutes,akutes
Acute respiratory distress syndrome,akutes atemnotsyndrom bei erwachsenen,atemnotsyndrom erwachsenen,akutes bei,
Acute respiratory distress syndrome,akutes atemnotsyndrom im erwachsenenalter,atemnotsyndrom erwachsenenalter,akutes im,
Acute respiratory distress syndrome,ards,ards,,
Acute respiratory distress syndrome,ards im erwachsenenalter,erwachsenenalter,ards im,
Acute respiratory distress syndrome,atemnotsyndrom beim erwachsenen,atemnotsyndrom,beim erwachsenen,erwachsenen
Acute respiratory distress syndrome,atemnotsyndrom des erwachsenen,atemnotsyndrom erwachsenen,des,
Acute respiratory distress syndrome,atemnotsyndrom des erwachsenen ards,atemnotsyndrom ards,des erwachsenen,
Acute respiratory distress syndrome,distress syndrom respiratorisch in erwachsenen,distress syndrom erwachsenen,respiratorisch in,
Acute respiratory distress syndrome,respiratorisches distress syndr in erwachsenen,distress syndr erwachsenen,respiratorisches in,respiratorisches
Acute respiratory distress syndrome,respiratorisches distress syndrom,distress syndrom,respiratorisches,respiratorisches
Acute respiratory distress syndrome,schocklunge,schocklunge,,
Acute respiratory distress syndrome,syndrom respiratorisch in erwachsenen,syndrom erwachsenen,respiratorisch in,
ORAL APHTHAE,aphthae,,aphthae,
ORAL APHTHAE,aphthe,aphthe,,
ORAL APHTHAE,aphthen,,aphthen,
ORAL APHTHAE,aphthenerkrankung,aphthenerkrankung,,
ORAL APHTHAE,aphthoeses ulkus,ulkus,aphthoeses,
ORAL APHTHAE,aphtoese mundgeschwuere,aphtoese,mundgeschwuere,
ORAL APHTHAE,mundschleimhaut laesion,laesion,mundschleimhaut,
ORAL APHTHAE,mundulzerationen,,mundulzerationen,
ORAL APHTHAE,orale aphthen,aphthen,orale,orale
ORAL APHTHAE,stomatitis aphthosa,stomatitis aphthosa,,
ORAL APHTHAE,stomatitis aphtosa,stomatitis aphtosa,,
ORAL APHTHAE,ulkus aphthoes,ulkus aphthoes,,
ORAL APHTHAE,ulkus aphthoes oral,ulkus aphthoes oral,,
ORAL APHTHAE,ulkus im mundbereich,ulkus mundbereich,im,
ORAL APHTHAE,ulkus aphthöses,ulkus,aphthöses,
ABSCESS OF PROSTATE,abszess der prostata,abszess prostata,der,
ABSCESS OF PROSTATE,prostataabszess,,prostataabszess,
Other appendicitis,chronische appendizitis,appendizitis,chronische,chronische
Other appendicitis,sonstige appendizitis,appendizitis,sonstige,sonstige
Other abnormal findings in cerebrospinal fluid,abnorme liquorbefunde sonstige abnorme befunde,abnorme befunde,abnorme liquorbefunde sonstige,abnorme liquorbefunde sonstige
"Hemorrhage from respiratory passages, unspecified",blutung aus den atemwegen,blutung atemwegen,aus den,
"Hemorrhage from respiratory passages, unspecified",blutung aus den atemwegen nicht naeher bezeichnet,blutung atemwegen,aus den nicht naeher bezeichnet,
CELLULITIS NOS,zellulitis und abszess unspezifischer stellen,zellulitis stellen,und abszess unspezifischer,unspezifischer
SPINAL CORD DISEASE NOS,erkrankung des rueckenmarks nnb,erkrankung rueckenmarks,des nnb,
SPINAL CORD DISEASE NOS,krankheit des rueckenmarkes nicht naeher bezeichnet,krankheit rueckenmarkes,des nicht naeher bezeichnet,
SPINAL CORD DISEASE NOS,myelopathie,myelopathie,,
SPINAL CORD DISEASE NOS,myelopathie neurologisch,myelopathie,neurologisch,
SPINAL CORD DISEASE NOS,nicht spezifizierte rueckenmarkserkrankung,rueckenmarkserkrankung,nicht spezifizierte,
SPINAL CORD DISEASE NOS,rueckenmarkserkrankung,rueckenmarkserkrankung,,
SPINAL CORD DISEASE NOS,rückenmarkskrankheiten,,rückenmarkskrankheiten,
LUNG LACERATION-CLOSED,lungenriss ohne offene wunde in den thorax,lungenriss wunde thorax,ohne offene in den,offene
FLAIL CHEST,brustwandflattern,,brustwandflattern,
FLAIL CHEST,instabiler thorax,thorax,instabiler,
FLAIL CHEST,thorax eingedrückter,thorax eingedrückter,,
FLAIL CHEST,thorax instabiler,thorax,instabiler,
OPEN WND UP ARM W TENDON,offene wunde des oberarms mit sehnenbeteiligung,wunde oberarms sehnenbeteiligung,offene des mit,
DEGEN BASAL GANGLIA NEC,sonstige degenerative krankheiten der basalganglien,krankheiten basalganglien,sonstige degenerative der,sonstige
Cyst of Bartholin's gland,bartholin zyste,bartholin,zyste,zyste
Cyst of Bartholin's gland,zyste der bartholin druese,bartholin druese,zyste der,
TYPHOID FEVER,bauchtyphus,,bauchtyphus,
TYPHOID FEVER,enterisches fieber,fieber,enterisches,enterisches
TYPHOID FEVER,febris thyphoides,febris thyphoides,,
TYPHOID FEVER,salmonella typhi infektion,salmonella infektion,typhi,
TYPHOID FEVER,typhoides fieber,fieber,typhoides,
TYPHOID FEVER,typhus,,typhus,
TYPHOID FEVER,typhus abdominalis,typhus abdominalis,,
"Viral conjunctivitis, unspecified",bindehautentzündung virus,bindehautentzündung virus,,
"Viral conjunctivitis, unspecified",konjunktivitis durch viren nicht naeher bezeichnet,viren,konjunktivitis durch nicht naeher bezeichnet,
"Viral conjunctivitis, unspecified",konjunktivitis viral nnb,,konjunktivitis viral nnb,
"Viral conjunctivitis, unspecified",konjunktivitis virus,,konjunktivitis virus,
"Viral conjunctivitis, unspecified",virale konjunktivitis,konjunktivitis,virale,virale
"Viral conjunctivitis, unspecified",viruskonjunktivitis,viruskonjunktivitis,,
AC OSTEOMYELITIS NEC,akute osteomyelitis mit beteiligung sonstiger spezifischer stellen,osteomyelitis beteiligung stellen,akute mit sonstiger spezifischer,akute sonstiger spezifischer
MULT FX MANDIBLE-CLOSED,mehrere stellen des unterkiefers geschlossene fraktur,stellen unterkiefers fraktur,mehrere des geschlossene,
Embolism and thrombosis of iliac artery,embolie und thrombose der a iliaca,embolie thrombose a iliaca,und der,
Embolism and thrombosis of iliac artery,embolie und thrombose der arteria iliaca,embolie thrombose arteria iliaca,und der,
POLYMYOSITIS,myositis poly,myositis poly,,
POLYMYOSITIS,polymyositis,polymyositis,,
Benign neoplasm of cerebral meninges,gutartige neubildung von hirnmeningen,neubildung hirnmeningen,gutartige von,gutartige
Benign neoplasm of cerebral meninges,gutartige neubildung hirnhaeute,neubildung,gutartige hirnhaeute,gutartige
NORWALK VIRUS,enteritis durch norwalk virus,enteritis norwalk virus,durch,
Calculus of kidney with calculus of ureter,nieren und ureterstein,,nieren und ureterstein,
Calculus of kidney with calculus of ureter,nierenstein und ureterstein gleichzeitig,,nierenstein und ureterstein gleichzeitig,
Calculus of kidney with calculus of ureter,stein von niere und harnleiter,stein harnleiter,von niere und,niere
AC PERICHONDRITIS PINNA,akute perichondritis des aussenohrs,perichondritis aussenohrs,akute des,
Pleurisy,brustfellentzündung,brustfellentzündung,,
Pleurisy,pleuritis,,pleuritis,
Pleurisy,pleuritis ausser tb,pleuritis ausser,tb,
Pleurisy,rippenfellentzuendung,rippenfellentzuendung,,
SPRAIN HIP & THIGH NEC,verstauchung sonstiger spezifischer stellen von huefte und oberschenkel,verstauchung stellen huefte oberschenkel,sonstiger spezifischer von und,sonstiger
SPRAIN HIP & THIGH NEC,verstauchungen und zerrungen sonstiger spezifischer stellen von huefte und oberschenkel,stellen huefte oberschenkel,verstauchungen und zerrungen sonstiger spezifischer von und,
PERONEAL MUSCLE ATROPHY,atrophie muskuläre peroneale,atrophie,muskuläre peroneale,peroneale
PERONEAL MUSCLE ATROPHY,charcot marie krankheit,charcot marie krankheit,,
PERONEAL MUSCLE ATROPHY,charcot marie tooth krankheit,charcot marie tooth krankheit,,
PERONEAL MUSCLE ATROPHY,muskuläre atrophie peroneale,atrophie,muskuläre peroneale,peroneale
PERONEAL MUSCLE ATROPHY,peroneale muskelatrophie,muskelatrophie,peroneale,peroneale
Hereditary motor and sensory neuropathy,atrophie muskuläre peroneale,atrophie,muskuläre peroneale,peroneale
Hereditary motor and sensory neuropathy,charcot marie krankheit,charcot marie krankheit,,
Hereditary motor and sensory neuropathy,charcot marie tooth krankheit,charcot marie tooth krankheit,,
Hereditary motor and sensory neuropathy,déjerine sottas krankheit,sottas krankheit,déjerine,
Hereditary motor and sensory neuropathy,hereditaere areflektorische dystasie,dystasie,hereditaere areflektorische,hereditaere
Hereditary motor and sensory neuropathy,hereditaere motorisch sensible neuropathie,neuropathie,hereditaere motorisch sensible,sensible
Hereditary motor and sensory neuropathy,hereditaere sensomotorische neuropathie,neuropathie,hereditaere sensomotorische,hereditaere
Hereditary motor and sensory neuropathy,hereditäre motorische und sensorische neuropathie typ iii,neuropathie typ,hereditäre motorische und sensorische iii,hereditäre motorische sensorische
Hereditary motor and sensory neuropathy,hereditäre motorische und sensorische neuropathien,neuropathien,hereditäre motorische und sensorische,hereditäre motorische sensorische
Hereditary motor and sensory neuropathy,hmsn,hmsn,,
Hereditary motor and sensory neuropathy,hmsn typ iii,hmsn typ,iii,
Hereditary motor and sensory neuropathy,muskuläre atrophie peroneale,atrophie,muskuläre peroneale,peroneale
Hereditary motor and sensory neuropathy,neuropathien hereditäre motorische und sensorische,neuropathien,hereditäre motorische und sensorische,hereditäre motorische sensorische
Hereditary motor and sensory neuropathy,neuropathische muskelatrophie,muskelatrophie,neuropathische,neuropathische
Hereditary motor and sensory neuropathy,peroneale muskelatrophie,muskelatrophie,peroneale,peroneale
Hereditary motor and sensory neuropathy,roussy lévy syndrom,roussy lévy syndrom,,
ACUTE IRIDOCYCLITIS NOS,akute und subakute iridozyklitis,iridozyklitis,akute und subakute,akute subakute
ACUTE IRIDOCYCLITIS NOS,akute und subakute iridozyklitis unspezifisch,iridozyklitis,akute und subakute unspezifisch,akute subakute
VON WILLEBRAND'S DISEASE,angiohaemophilie,angiohaemophilie,,
VON WILLEBRAND'S DISEASE,angiohämophilie,angiohämophilie,,
VON WILLEBRAND'S DISEASE,faktor viii rag defizienz,faktor defizienz,viii rag,
VON WILLEBRAND'S DISEASE,hämophilie vaskuläre,hämophilie,vaskuläre,vaskuläre
VON WILLEBRAND'S DISEASE,pseudohaemophilie,pseudohaemophilie,,
VON WILLEBRAND'S DISEASE,vaskulaere haemophilie,haemophilie,vaskulaere,
VON WILLEBRAND'S DISEASE,von willebrand faktormangel,willebrand faktormangel,von,
VON WILLEBRAND'S DISEASE,von willebrand juergens syndrom,willebrand juergens syndrom,von,
VON WILLEBRAND'S DISEASE,von willebrand krankheit,willebrand krankheit,von,
VON WILLEBRAND'S DISEASE,von willebrand syndrom,willebrand,von syndrom,
VON WILLEBRAND'S DISEASE,willebrand juergens syndrom,willebrand juergens syndrom,,
VON WILLEBRAND'S DISEASE,willebrand jürgens syndrom,willebrand jürgens syndrom,,
OPIOID ABUSE-CONTINUOUS,opioidmissbrauch kontinuierliche verwendung,opioidmissbrauch verwendung,kontinuierliche,kontinuierliche
AUTOIMMUNE HEPATITIS,autoimmune hepatitis,hepatitis,autoimmune,autoimmune
AUTOIMMUNE HEPATITIS,hepatitis autoimmune,hepatitis autoimmune,,
ALLERGIC RHINITIS NOS,allergische rhinitis,rhinitis,allergische,allergische
ALLERGIC RHINITIS NOS,allergische rhinitis ursache unbekannt,rhinitis ursache,allergische unbekannt,allergische
ALLERGIC RHINITIS NOS,allergische rhinopathie nicht naeher bezeichnet,rhinopathie,allergische nicht naeher bezeichnet,
ALLERGIC RHINITIS NOS,rhinallergose,,rhinallergose,rhinallergose
ALLERGIC RHINITIS NOS,rhinitis allergisch nnb,rhinitis allergisch,nnb,
ALLERGIC RHINITIS NOS,rhinitis allergische,rhinitis,allergische,allergische
"Disease of intestine, unspecified",darmkrankheit nicht naeher bezeichnet,darmkrankheit,nicht naeher bezeichnet,
"Disease of intestine, unspecified",darmkrankheiten,,darmkrankheiten,
"Disease of intestine, unspecified",intestinalkrankheiten,,intestinalkrankheiten,
"Disease of intestine, unspecified",nicht spezifizierte erkrankung des darms,erkrankung darms,nicht spezifizierte des,
NONINFL DIS OVA/ADNX NEC,sonstige nicht entzuendliche erkrankungen von eierstock eileitern und mutterband,sonstige erkrankungen eierstock mutterband,nicht entzuendliche von eileitern und,entzuendliche
NONINFL DIS OVA/ADNX NEC,sonstige nichtentzuendliche krankheiten des ovars der tuba uterina und des lig latum uteri,krankheiten ovars tuba uterina lig latum uteri,sonstige nichtentzuendliche des der und des,sonstige
Secondary malignant neoplasm of bone marrow,knochenmarkmetastasen,,knochenmarkmetastasen,
"Insomnia, unspecified",gestoerter schlaf,schlaf,gestoerter,
"Insomnia, unspecified",gestoerter schlaf schlaflosigkeit,gestoerter schlaf schlaflosigkeit,,
"Insomnia, unspecified",insomnia,insomnia,,
"Insomnia, unspecified",insomnie,insomnie,,
"Insomnia, unspecified",schlaflosigkeit,schlaflosigkeit,,
"Insomnia, unspecified",schlaflosigkeit nnb,schlaflosigkeit,nnb,
PARTIAL THIRD NERV PALSY,laehmung des dritten oder okulomotorischen nervs partiell,laehmung nervs,des dritten oder okulomotorischen partiell,dritten okulomotorischen
Orchitis,hodenentzuendung,hodenentzuendung,,
Orchitis,hodenentzündung,hodenentzündung,,
Orchitis,orchitis,orchitis,,
Orchitis,orchitis nnb,orchitis,nnb,
Other urticaria,chronische nesselsucht,nesselsucht,chronische,chronische
Other urticaria,chronische quaddelsucht,quaddelsucht,chronische,chronische
Other urticaria,chronische urtikaria,chronische urtikaria,,
Other urticaria,sonstige urtikaria,urtikaria,sonstige,sonstige
Other urticaria,urtikaria chronisch,urtikaria,chronisch,
Other urticaria,urtikaria chronische,urtikaria chronische,,
Enteroviral vesicular stomatitis with exanthem,enterovirale vesikulaere stomatitis mit exanthem,stomatitis,enterovirale vesikulaere mit exanthem,enterovirale exanthem
Enteroviral vesicular stomatitis with exanthem,hand fuss mund krankheit,hand fuss mund krankheit,,
Enteroviral vesicular stomatitis with exanthem,hand fuß mund krankheit,hand fuß mund krankheit,,
Enteroviral vesicular stomatitis with exanthem,vesikulaere stomatitis mit exanthem durch enteroviren,stomatitis enteroviren,vesikulaere mit exanthem durch,
Other specified diseases of upper respiratory tract,sonstige naeher bezeichnete krankheiten der oberen atemwege,bezeichnete krankheiten atemwege,sonstige naeher der oberen,sonstige oberen
Other conjunctivitis,sonstige konjunktivitis,konjunktivitis,sonstige,sonstige
Other conjunctivitis,sonstige und unspezifische konjunktivitis,konjunktivitis,sonstige und unspezifische,sonstige unspezifische
HOMONYMOUS HEMIANOPSIA,hemianopsie homonym,hemianopsie,homonym,
HOMONYMOUS HEMIANOPSIA,hemianopsie homonyme,hemianopsie,homonyme,
HOMONYMOUS HEMIANOPSIA,homonyme bilaterale gesichtsfelddefekte,gesichtsfelddefekte,homonyme bilaterale,homonyme bilaterale
HOMONYMOUS HEMIANOPSIA,homonyme hemianopsie,hemianopsie,homonyme,
SPONT TENS PNEUMOTHORAX,spontaner spannungspneumothorax,spannungspneumothorax,spontaner,
"Benign neoplasm of major salivary gland, unspecified",gutartige neubildung der grossen speicheldruesen,neubildung speicheldruesen,gutartige der grossen,grossen
"Benign neoplasm of major salivary gland, unspecified",gutartige neubildung grosse speicheldruese nicht naeher bezeichnet,neubildung speicheldruese,gutartige grosse nicht naeher bezeichnet,gutartige
Other specified disorders of temporomandibular joint,sonstige spezifische erkrankungen des temporomandibulargelenks,erkrankungen temporomandibulargelenks,sonstige spezifische des,sonstige
Unspecified protein-calorie malnutrition,malnutrition,malnutrition,,
Unspecified protein-calorie malnutrition,mangelernaehrung,mangelernaehrung,,
