ATC-Bedeutung,ATC-Bedeutung_cleaned
Nabilon,nabilon
Nabumeton,nabumeton
Nachtkerzensamenöl,nachtkerzensamenoel
Nadifloxacin,nadifloxacin
Nadofaragen firadenovec,nadofaragen firadenovec
Nadolol,nadolol
Nadolol und Thiazide,nadolol thiazide
Nadroparin,nadroparin
Nafarelin,nafarelin
Nafcillin,nafcillin
Naftazon,naftazon
Naftidrofuryl,naftidrofuryl
Naftifin,naftifin
Nahrungsmittel,nahrungsmittel
Nalbufin,nalbufin
Naldemedin,naldemedin
Nalfurafin,nalfurafin
Nalidixinsäure,nalidixinsaeure
Nalmefen,nalmefen
Nalorphin,nalorphin
Naloxegol,naloxegol
Naloxon,naloxon
Naltrexon,naltrexon
Nandrolon,nandrolon
Naphazolin,naphazolin
Naproxcinod,naproxcinod
Naproxen,naproxen
Naproxen und Diphenhydramin,naproxen diphenhydramin
Naproxen und Esomeprazol,naproxen esomeprazol
Naproxen und Misoprostol,naproxen misoprostol
Naratriptan,naratriptan
"Narbenbehandlungsmittel, Kombinationen",narbenbehandlungsmittel
Narcobarbital,narcobarbital
Narlaprevir,narlaprevir
Natalizumab,natalizumab
Natamycin,natamycin
Nateglinid,nateglinid
Natriumacetat,natriumacetat
Natriumaminosalicylat,natriumaminosalicylat
Natriumapolat,natriumapolat
Natriumaurothiomalat,natriumaurothiomalat
Natriumaurothiosulfat,natriumaurothiosulfat
Natriumbenzoat,natriumbenzoat
Natriumbenzoat und Natriumphenylacetat,natriumbenzoat natriumphenylacetat
Natriumbicarbonat,natriumbicarbonat
Natriumbituminosulfonat,natriumbituminosulfonat
Natriumborat,natriumborat
Natriumcellulosephosphat,natriumcellulosephosphat
Natriumchlorid,natriumchlorid
"Natriumchlorid, hyperton",natriumchlorid hyperton
Natriumchlorit,natriumchlorit
Natriumcitrat,natriumcitrat
Natriumedetat,natriumedetat
Natriumferedetat,natriumferedetat
Natriumfluorid,natriumfluorid
Natriumfolinat,natriumfolinat
Natriumhydrogencarbonat,natriumhydrogencarbonat
Natriumhypochlorit,natriumhypochlorit
Natriumiodhippurat(123I),natriumiodhippurat
(123I)Natriumiodid,natriumiodid
Natriumiodtalamat(125I),natriumiodtalamat
Natriumiopodat,natriumiopodat
"Natriumlaurylsulfoacetat, inkl. Kombinationen",natriumlaurylsulfoacetat inkl
Natriumlevofolinat,natriumlevofolinat
Natriummonofluorphosphat,natriummonofluorphosphat
Natriumnitrit,natriumnitrit
Natriumoxybat,natriumoxybat
Natriumpangamat,natriumpangamat
Natriumpentosanpolysulfat,natriumpentosanpolysulfat
Natriumperborat,natriumperborat
Natriumpercarbonat,natriumpercarbonat
Natriumperchlorat,natriumperchlorat
Natriumphenylbutyrat,natriumphenylbutyrat
Natriumphenylbutyrat und Ursodoxicoltaurin,natriumphenylbutyrat ursodoxicoltaurin
Natriumphosphat,natriumphosphat
Natriumpicosulfat,natriumpicosulfat
Natriumpropionat,natriumpropionat
Natriumsalicylat,natriumsalicylat
Natriumsalicylat und Methenamin,natriumsalicylat methenamin
Natriumselenat,natriumselenat
Natriumselenit,natriumselenit
Natriumstibogluconat,natriumstibogluconat
Natriumsulfat,natriumsulfat
Natrium(18F)fluorid,natrium fluorid
Natriumtartrat,natriumtartrat
Natriumtetraborat,natriumtetraborat
Natriumtetradecylsulfat,natriumtetradecylsulfat
Natrium-Zirconiumcyclosilicat,natrium zirconiumcyclosilicat
Natürliche Phospholipide aus Rinderlunge,natuerliche phospholipide rinderlunge
Natürliche Phospholipide aus Schweinelunge,natuerliche phospholipide schweinelunge
Naturmoor,naturmoor
Navitoclax,navitoclax
Naxitamab,naxitamab
Nebacumab,nebacumab
Nebenschilddrüsenextrakt,nebenschilddruesenextrakt
Nebivolol,nebivolol
Nebivolol und Amlodipin,nebivolol amlodipin
Nebivolol und Thiazide,nebivolol thiazide
Necitumumab,necitumumab
Nedocromil,nedocromil
Nefazodon,nefazodon
Nefopam,nefopam
Nelarabin,nelarabin
Nelfinavir,nelfinavir
Neltenexin,neltenexin
Nemolizumab,nemolizumab
Nemonoxacin,nemonoxacin
Neomycin,neomycin
Neostigmin,neostigmin
Nepafenac,nepafenac
Nepinalon,nepinalon
Neratinib,neratinib
Nesiritid,nesiritid
Netakimab,netakimab
Netarsudil,netarsudil
Neticonazol,neticonazol
Netilmicin,netilmicin
Nevirapin,nevirapin
N-(Hydroxymethyl)nicotinamid,hydroxymethyl nicotinamid
Nialamid,nialamid
Niaprazin,niaprazin
Niauliöl,niaulioel
Nicardipin,nicardipin
Nicergolin,nicergolin
Niceritrol,niceritrol
Nickel-Testzone,nickel testzone
Niclosamid,niclosamid
Nicocodin,nicocodin
Nicofetamid,nicofetamid
Nicofuranose,nicofuranose
Nicomorphin,nicomorphin
Nicorandil,nicorandil
Nicotin,nicotin
Nicotinamid,nicotinamid
Nicotin/Cotinin-Testzone,nicotin cotinin testzone
Nicotinsäure,nicotinsaeure
Nicotinylalkohol (Pyridylcarbinol),nicotinylalkohol pyridylcarbinol
Nifedipin,nifedipin
Nifedipin und Diuretika,nifedipin diuretika
Nifenazon,nifenazon
Nifluminsäure,nifluminsaeure
Nifuratel,nifuratel
Nifuroxazid,nifuroxazid
Nifurtimox,nifurtimox
Nifurtoinol,nifurtoinol
Nifurzid,nifurzid
Nikethamid,nikethamid
Nilotinib,nilotinib
Nilutamid,nilutamid
Nilvadipin,nilvadipin
Nimesulid,nimesulid
Nimetazepam,nimetazepam
Nimodipin,nimodipin
Nimorazol,nimorazol
Nimustin,nimustin
Nintedanib,nintedanib
Niperotidin,niperotidin
Niraparib,niraparib
Niraparib und Abirateron,niraparib abirateron
Niridazol,niridazol
Nirmatrelvir und Ritonavir,nirmatrelvir ritonavir
Nirogacestat,nirogacestat
Nirsevimab,nirsevimab
Nisoldipin,nisoldipin
Nitazoxanid,nitazoxanid
Nitisinon,nitisinon
Nitrazepam,nitrazepam
Nitrefazol,nitrefazol
Nitrendipin,nitrendipin
Nitrit-Testzone,nitrit testzone
Nitrofural,nitrofural
Nitrofurantoin,nitrofurantoin
Nitroprussid,nitroprussid
Nitroxolin,nitroxolin
Nivolumab,nivolumab
Nivolumab und Relatlimab,nivolumab relatlimab
Nizatidin,nizatidin
Nizofenon,nizofenon
Nomegestrol,nomegestrol
Nomegestrol und Estradiol,nomegestrol estradiol
Nomegestrol und Estrogen,nomegestrol estrogen
Nomifensin,nomifensin
Nomifensin und Psycholeptika,nomifensin psycholeptika
Nonacog alfa,nonacog alfa
Nonacog beta pegol,nonacog beta pegol
Nonacog gamma,nonacog gamma
Nonivamid,nonivamid
Nonoxinol 9,nonoxinol
Nordazepam,nordazepam
Norelgestromin und Ethinylestradiol,norelgestromin ethinylestradiol
Norepinephrin,norepinephrin
Norethandrolon,norethandrolon
Norethisteron,norethisteron
Norethisteron und Estrogen,norethisteron estrogen
Norethisteron und Ethinylestradiol,norethisteron ethinylestradiol
Noretynodrel und Estrogen,noretynodrel estrogen
Norfenefrin,norfenefrin
Norfloxacin,norfloxacin
Norfloxacin und Metronidazol,norfloxacin metronidazol
Norfloxacin und Tinidazol,norfloxacin tinidazol
Norgestimat und Estrogen,norgestimat estrogen
Norgestimat und Ethinylestradiol,norgestimat ethinylestradiol
Norgestrel und Estrogen,norgestrel estrogen
Norgestrel und Ethinylestradiol,norgestrel ethinylestradiol
Norgestrienon,norgestrienon
Normethadon,normethadon
Nortriptylin,nortriptylin
Nortriptylin und Psycholeptika,nortriptylin psycholeptika
Noscapin,noscapin
Noxiptilin,noxiptilin
Noxytiolin,noxytiolin
N-terminal-pro BNP-Testzone,terminal pro bnp testzone
"Nukleotide, inkl. Kombinationen",nukleotide inkl
Nusinersen,nusinersen
Nux vomica,nux vomica
Nystatin,nystatin
Nystatin und Zinkoxid,nystatin zinkoxid
Obeticholsäure,obeticholsaeure
Obidoxim,obidoxim
Obiltoxaximab,obiltoxaximab
Obinutuzumab,obinutuzumab
Oblimersen,oblimersen
Ocrelizumab,ocrelizumab
Ocriplasmin,ocriplasmin
Octenidin,octenidin
Octinoxat,octinoxat
Octocog alfa,octocog alfa
Octopamin,octopamin
Octreotid,octreotid
Odevixibat,odevixibat
Odronextamab,odronextamab
Ofatumumab,ofatumumab
Ofloxacin,ofloxacin
Ofloxacin und Nitazoxanid,ofloxacin nitazoxanid
Ofloxacin und Ornidazol,ofloxacin ornidazol
Ofloxacin und Tinidazol,ofloxacin tinidazol
Öl,oel
Olaflur,olaflur
Olanzapin,olanzapin
Olanzapin und Samidorphan,olanzapin samidorphan
Olaparib,olaparib
Olaratumab,olaratumab
"Oleanderglykoside, Kombinationen",oleanderglykoside
Oleandomycin,oleandomycin
Oliceridin,oliceridin
Olipudase alfa,olipudase alfa
Olivenblätter,olivenblaetter
Olivenöl,olivenoel
Olmesartanmedoxomil,olmesartanmedoxomil
"Olmesartanmedoxomil, Amlodipin und Hydrochlorothiazid",olmesartanmedoxomil amlodipin hydrochlorothiazid
Olmesartanmedoxomil und Amlodipin,olmesartanmedoxomil amlodipin
Olmesartanmedoxomil und Diuretika,olmesartanmedoxomil diuretika
Olmesartanmedoxomil und Hydrochlorothiazid,olmesartanmedoxomil hydrochlorothiazid
Olmutinib,olmutinib
Olodaterol,olodaterol
Olodaterol und Tiotropiumbromid,olodaterol tiotropiumbromid
Olokizumab,olokizumab
Olopatadin,olopatadin
Olsalazin,olsalazin
Ölsäure-Derivate,oelsaeure derivate
Olutasidenib,olutasidenib
Omacetaxinmepesuccinat,omacetaxinmepesuccinat
Omadacyclin,omadacyclin
Omalizumab,omalizumab
Omaveloxolon,omaveloxolon
"Ombitasvir, Paritaprevir und Ritonavir",ombitasvir paritaprevir ritonavir
Omecamtiv mecarbil,omecamtiv mecarbil
Omega-3-Fettsäuren inkl. andere Ester und Säuren,omega fettsaeuren inkl ester saeuren
Omeprazol,omeprazol
"Omeprazol, Amoxicillin und Clarithromycin",omeprazol amoxicillin clarithromycin
"Omeprazol, Amoxicillin und Metronidazol",omeprazol amoxicillin metronidazol
"Omeprazol, Amoxicillin und Rifabutin",omeprazol amoxicillin rifabutin
Omidenepag,omidenepag
Omoconazol,omoconazol
Onasemnogen abeparvovec,onasemnogen abeparvovec
Ondansetron,ondansetron
Ondelopran,ondelopran
Ophthalmologische Spüllösungen,ophthalmologische spuelloesungen
Opiat-Testzone,opiat testzone
Opicapon,opicapon
Opinercept,opinercept
Opipramol,opipramol
Opium,opium
Opium-Alkaloide mit Morphin,opium alkaloide morphin
Opium-Derivate und Expektoranzien,opium derivate expektoranzien
Opium-Derivate und Mukolytika,opium derivate mukolytika
Oportuzumab monatox,oportuzumab monatox
Oprelvekin,oprelvekin
Orciprenalin,orciprenalin
Orelabrutinib,orelabrutinib
"Organextrakt, Kombinationen",organextrakt
"Organextrakte, inkl. Kombinationen",organextrakte inkl
Organische Nitrate in Kombination,organische nitrate kombination
Organische Nitrate in Kombination mit Psycholeptika,organische nitrate kombination psycholeptika
"Organpräparate, inkl. Kombinationen",organpraeparate inkl
Orgotein,orgotein
Oritavancin,oritavancin
Orlistat,orlistat
Ormeloxifen,ormeloxifen
Ornidazol,ornidazol
Ornipressin,ornipressin
Ornithinaspartat,ornithinaspartat
Ornithinoxoglurat,ornithinoxoglurat
"Orphenadrin, Kombinationen",orphenadrin
Orphenadrin(chlorid),orphenadrin chlorid
Orphenadrin(citrat),orphenadrin citrat
Orthosiphonblätter,orthosiphonblaetter
Oseltamivir,oseltamivir
Osilodrostat,osilodrostat
Osimertinib,osimertinib
Ospemifen,ospemifen
Oteseconazol,oteseconazol
Otiloniumbromid,otiloniumbromid
Otiloniumbromid und Psycholeptika,otiloniumbromid psycholeptika
Ovarialextrakt,ovarialextrakt
Oxaboloncipionat,oxaboloncipionat
Oxaceprol,oxaceprol
Oxacillin,oxacillin
Oxaflozan,oxaflozan
Oxaliplatin,oxaliplatin
Oxametacin,oxametacin
Oxamniquin,oxamniquin
Oxandrolon,oxandrolon
Oxantel,oxantel
Oxaprozin,oxaprozin
Oxatomid,oxatomid
Oxazepam,oxazepam
Oxazolam,oxazolam
Oxcarbazepin,oxcarbazepin
Oxedrin,oxedrin
Oxeladin,oxeladin
Oxetacain,oxetacain
Oxetoron,oxetoron
Oxichinolin,oxichinolin
Oxiconazol,oxiconazol
Oxidierte Zellulose,oxidierte zellulose
Oxilofrin,oxilofrin
Oxiracetam,oxiracetam
Oxitriptan,oxitriptan
Oxitriptan und Psycholeptika,oxitriptan psycholeptika
Oxitropiumbromid,oxitropiumbromid
Oxolamin,oxolamin
Oxolinsäure,oxolinsaeure
Oxomemazin,oxomemazin
Oxprenolol,oxprenolol
Oxprenolol und andere Antihypertensiva,oxprenolol antihypertensiva
Oxprenolol und andere Diuretika,oxprenolol diuretika
Oxprenolol und Thiazide,oxprenolol thiazide
Oxybuprocain,oxybuprocain
Oxybutynin,oxybutynin
Oxychinolin,oxychinolin
Oxycinchophen,oxycinchophen
Oxycodon,oxycodon
Oxycodon und Acetylsalicylsäure,oxycodon acetylsalicylsaeure
Oxycodon und Ibuprofen,oxycodon ibuprofen
Oxycodon und Naloxon,oxycodon naloxon
Oxycodon und Naltrexon,oxycodon naltrexon
Oxycodon und Paracetamol,oxycodon paracetamol
Oxyfedrin,oxyfedrin
Oxymetazolin,oxymetazolin
Oxymetholon,oxymetholon
Oxymorphon,oxymorphon
Oxypertin,oxypertin
Oxyphenbutazon,oxyphenbutazon
Oxyphenbutazon und Corticosteroide,oxyphenbutazon corticosteroide
Oxyphencyclimin,oxyphencyclimin
Oxyphencyclimin und Psycholeptika,oxyphencyclimin psycholeptika
Oxyphenisatin,oxyphenisatin
Oxyphenonium,oxyphenonium
Oxytetracyclin,oxytetracyclin
Oxytocin,oxytocin
Ozanimod,ozanimod
Ozenoxacin,ozenoxacin
Pabinafusp alfa,pabinafusp alfa
Paclitaxel,paclitaxel
Paclitaxel und Encequidar,paclitaxel encequidar
Paclitaxelpoliglumex,paclitaxelpoliglumex
Pacritinib,pacritinib
Padeliporfin,padeliporfin
Pafolacianin,pafolacianin
Palbociclib,palbociclib
Palifermin,palifermin
Paliperidon,paliperidon
Palivizumab,palivizumab
Palonosetron,palonosetron
Palopegteriparatid,palopegteriparatid
Palovaroten,palovaroten
Pamidronsäure,pamidronsaeure
Pamiparib,pamiparib
Pancuronium,pancuronium
Panipenem und Betamipron,panipenem betamipron
Panitumumab,panitumumab
Pankreozymin (Cholecystokinin),pankreozymin cholecystokinin
Panobinostat,panobinostat
Pantethin,pantethin
Panthenol,panthenol
Pantoprazol,pantoprazol
"Pantoprazol, Amoxicillin, Clarithromycin und Metronidazol",pantoprazol amoxicillin clarithromycin metronidazol
"Pantoprazol, Amoxicillin und Clarithromycin",pantoprazol amoxicillin clarithromycin
Pantothensäure,pantothensaeure
Papaveretum,papaveretum
Papaverin,papaverin
Paracetamol,paracetamol
"Paracetamol, Kombinationen exkl. Psycholeptika",paracetamol psycholeptika
"Paracetamol, Kombinationen mit Coffein",paracetamol coffein
"Paraffin, Kombinationen",paraffin
"Paraformaldehyd, Kombinationen",paraformaldehyd
Paraldehyd,paraldehyd
Paramethadion,paramethadion
Paramethason,paramethason
Paraoxon,paraoxon
Parathyroid Hormon,parathyroid hormon
Parecoxib,parecoxib
Pargylin,pargylin
Pargylin und Diuretika,pargylin diuretika
Paricalcitol,paricalcitol
Parnaparin,parnaparin
Paromomycin,paromomycin
Paroxetin,paroxetin
Parsaclisib,parsaclisib
Pasireotid,pasireotid
Passionsblumenkraut,passionsblumenkraut
Patentblau V,patentblau
Patiromercalcium,patiromercalcium
Patisiran,patisiran
Pazopanib,pazopanib
Pazufloxacin,pazufloxacin
Pecilocin,pecilocin
Peficitinib,peficitinib
Pefloxacin,pefloxacin
Pegademase,pegademase
Pegaptanib,pegaptanib
Pegaspargase,pegaspargase
Pegcetacoplan,pegcetacoplan
Pegfilgrastim,pegfilgrastim
Peginesatid,peginesatid
Peginterferon alfacon-2,peginterferon alfacon
Peginterferon alfa-2a,peginterferon alfa
Peginterferon beta-1a,peginterferon beta
Pegloticase,pegloticase
Pegteograstim,pegteograstim
Pegunigalsidase alfa,pegunigalsidase alfa
Pegvaliase,pegvaliase
Pegvisomant,pegvisomant
Pegzilarginase,pegzilarginase
Pektin,pektin
Pelargoniumwurzel,pelargoniumwurzel
Pemafibrat,pemafibrat
Pembrolizumab,pembrolizumab
Pemetrexed,pemetrexed
Pemigatinib,pemigatinib
Pemolin,pemolin
Penamecillin,penamecillin
Penbutolol,penbutolol
Penbutolol und andere Diuretika,penbutolol diuretika
Penbutolol und Furosemid,penbutolol furosemid
Penbutolol und Piretanid,penbutolol piretanid
Penciclovir,penciclovir
Penfluridol,penfluridol
Pengitoxin,pengitoxin
Penicillamin,penicillamin
"Penicilline, Kombination mit anderen Antibiotika",penicilline kombination antibiotika
Penimepicyclin,penimepicyclin
Pentaerythrityl,pentaerythrityl
Pentaerythrityltetranitrat,pentaerythrityltetranitrat
Pentagastrin,pentagastrin
Pentamidindiisetionat,pentamidindiisetionat
Pentamycin,pentamycin
Pentazocin,pentazocin
Pentazocin und Naloxon,pentazocin naloxon
Pentetrazol,pentetrazol
Pentetsäure,pentetsaeure
Penthienat,penthienat
Pentifyllin,pentifyllin
Pentobarbital,pentobarbital
Pentostatin,pentostatin
Pentoxifyllin,pentoxifyllin
Pentoxyverin,pentoxyverin
Pepsin,pepsin
Pepsin- und Säure-haltige Zubereitungen,pepsin saeure zubereitungen
Peramivir,peramivir
Perampanel,perampanel
Perazin,perazin
Perflenapent,perflenapent
Perflubron,perflubron
"Perflubutan, Phospholipid-Mikrosphären",perflubutan phospholipid mikrosphaeren
"Perflutren, Humanalbumin-Mikrosphären",perflutren humanalbumin mikrosphaeren
"Perflutren, Phospholipid-Mikrosphären",perflutren phospholipid mikrosphaeren
Pergolid,pergolid
Perhexilin,perhexilin
Periciazin,periciazin
Perindopril,perindopril
"Perindopril, Amlodipin und Indapamid",perindopril amlodipin indapamid
"Perindopril, Bisoprolol, Amlodipin und Indapamid",perindopril bisoprolol amlodipin indapamid
"Perindopril, Bisoprolol und Amlodipin",perindopril bisoprolol amlodipin
Perindopril und Amlodipin,perindopril amlodipin
Perindopril und Bisoprolol,perindopril bisoprolol
Perindopril und Diuretika,perindopril diuretika
Perindopril und Indapamid,perindopril indapamid
Permethrin,permethrin
Perphenazin,perphenazin
"Pertussis, gereinigtes Antigen",pertussis gereinigtes antigen
"Pertussis, gereinigtes Antigen, Kombinationen mit Toxoiden",pertussis gereinigtes antigen toxoiden
"Pertussis, inaktiviert, ganze Zelle",pertussis inaktiviert ganze zelle
"Pertussis, inaktiviert, ganze Zelle, Kombinationen mit Toxoiden",pertussis inaktiviert ganze zelle toxoiden
Pertussis-Immunglobulin,pertussis immunglobulin
Pertuzumab,pertuzumab
Pertuzumab und Trastuzumab,pertuzumab trastuzumab
"Perubalsam, Kombinationen",perubalsam
Peruvosid,peruvosid
"Pest, inaktiviert, ganze Zelle",pest inaktiviert ganze zelle
Pestwurz,pestwurz
Pestwurzwurzel,pestwurzwurzel
Pethidin,pethidin
"Pethidin, Kombinationen exkl. Psycholeptika",pethidin psycholeptika
Pethidin mit Spasmolytika,pethidin spasmolytika
Pexidartinib,pexidartinib
Pfefferminzblätter**,pfefferminzblaetter
Pfefferminzöl,pfefferminzoel
"Pflanzliche Antihämorrhagika, Kombinationen",pflanzliche antihaemorrhagika
"Pflanzliche Antitussiva und Expektoranzien, Kombinationen",pflanzliche antitussiva expektoranzien
Pflanzliche Kombinationen mit anderen Mitteln,pflanzliche mitteln
Phanquinon,phanquinon
Pharmazeutische Dienstleistung,pharmazeutische dienstleistung
Phenacemid,phenacemid
Phenacetin,phenacetin
"Phenacetin, Kombinationen exkl. Psycholeptika",phenacetin psycholeptika
Phenamazid,phenamazid
Phenazocin,phenazocin
Phenazon,phenazon
"Phenazon, Kombinationen exkl. Psycholeptika",phenazon psycholeptika
Phenazonsalicylat,phenazonsalicylat
"Phenazonsalicylat, Kombinationen exkl. Psycholeptika",phenazonsalicylat psycholeptika
Phenazopyridin,phenazopyridin
Phendimetrazin,phendimetrazin
Phenelzin,phenelzin
Pheneticillin,pheneticillin
Pheneturid,pheneturid
Phenformin,phenformin
Phenformin und Sulfonylharnstoffe,phenformin sulfonylharnstoffe
Phenglutarimid,phenglutarimid
Phenibut,phenibut
Phenindamin,phenindamin
Phenindion,phenindion
Pheniramin,pheniramin
Phenobarbital,phenobarbital
Phenol,phenol
Phenolphthalein,phenolphthalein
Phenolsulfonphthalein,phenolsulfonphthalein
Phenoperidin,phenoperidin
Phenothrin,phenothrin
Phenoxybenzamin,phenoxybenzamin
Phenoxymethylpenicillin,phenoxymethylpenicillin
Phenoxymethylpenicillin-Benzathin,phenoxymethylpenicillin benzathin
Phenprobamat,phenprobamat
"Phenprobamat, Kombinationen exkl. Psycholeptika",phenprobamat psycholeptika
Phenprocoumon,phenprocoumon
Phensuximid,phensuximid
Phentermin,phentermin
Phentermin und Topiramat,phentermin topiramat
Phentolamin,phentolamin
Phenylbutazon,phenylbutazon
Phenylbutazon und Corticosteroide,phenylbutazon corticosteroide
Phenylcyclohexylpiperidin-Testzone,phenylcyclohexylpiperidin testzone
Phenylephrin,phenylephrin
Phenylephrin und Ketorolac,phenylephrin ketorolac
Phenylmercuriborat,phenylmercuriborat
Phenylmethylpolysiloxan,phenylmethylpolysiloxan
Phenylpropanolamin,phenylpropanolamin
Phenylquecksilber(II)-acetat,phenylquecksilber ii acetat
Phenylquecksilbernitrat,phenylquecksilbernitrat
Phenylsalicylat,phenylsalicylat
Phenytoin,phenytoin
Phloroglucin,phloroglucin
Phloroglucinol,phloroglucinol
Pholcodin,pholcodin
Pholedrin,pholedrin
Phospholipide**,phospholipide
